Latitude,Longitude,Signal_Strength,NW_provider
70.123992,19.509083,24,3
78.452982,22.9097,50,3
84.851645,27.511119,16,2
78.048642,15.509973,97,1
69.869502,31.08085,76,3
79.903699,12.691778,62,1
71.830112,15.727632,80,2
74.837214,18.629474,78,0
69.923687,27.888645,47,1
86.333821,12.081972,36,2
76.076974,29.518868,33,0
80.818795,31.967965,0,0
86.08209,19.872188,24,1
82.645913,24.188012,17,3
74.470728,27.399425,71,0
83.628773,11.955895,16,3
71.385518,23.390781,37,2
86.564273,18.351276,38,1
79.606004,10.429483,81,3
68.663465,32.866981,88,1
82.717277,33.431705,23,3
68.263578,19.607096,41,3
80.914149,17.881472,87,1
81.127991,22.596731,10,3
85.606205,13.338089,99,1
74.727193,26.872478,16,3
68.413223,33.584887,11,2
74.46466,12.362218,2,1
69.567693,12.927445,7,2
68.637288,29.386593,87,0
72.91523,23.098238,42,0
72.529314,9.726748,35,3
79.197197,22.457188,45,3
72.680521,20.180729,60,0
76.880655,18.944583,90,0
80.546671,9.779201,21,1
72.751667,33.573557,94,2
71.735662,26.920113,37,3
76.176536,22.553668,98,3
75.750916,33.732766,78,0
83.225845,23.463662,37,0
79.221954,33.198906,27,1
69.055981,24.629257,20,0
83.773407,27.720179,71,3
74.445723,17.034565,45,0
72.837768,18.22018,56,0
81.616153,24.933997,53,3
86.045729,24.439675,70,2
84.211658,10.656697,85,1
82.473373,18.633518,86,0
70.287252,19.717097,100,1
79.674149,20.308141,87,1
86.932978,30.887827,20,2
80.74911,18.494791,73,2
73.869445,11.7476,15,1
69.480508,8.888758,58,0
73.137809,24.211316,61,0
72.745626,15.289436,30,0
81.720943,18.383842,46,3
68.065574,10.447101,16,3
74.370972,26.397166,46,0
83.802448,21.317488,41,0
69.83995,19.479797,2,1
68.288535,33.311864,66,2
81.571909,28.088153,57,2
71.31358,28.916646,25,0
68.682572,28.79592,62,3
74.088959,28.629715,79,3
76.548738,11.39468,2,3
82.100879,14.055243,64,2
83.315743,24.315297,99,3
86.907759,27.847876,24,2
77.029312,32.827622,24,0
82.582206,9.739551,92,0
85.092663,11.530898,6,2
82.792376,33.648796,55,0
80.132903,32.232809,73,3
71.008331,25.887413,10,1
79.9002,15.940351,93,3
68.752147,26.205698,5,1
83.348662,9.29676,76,0
77.695592,30.219465,79,2
82.330591,11.962635,10,0
68.493397,10.704308,40,3
85.364792,30.186726,45,1
69.006649,30.622495,64,2
67.289591,27.80831,100,1
83.773035,10.574265,42,0
85.611089,27.99895,94,3
84.656616,16.69089,82,0
82.40006,20.821665,82,2
80.077234,21.136609,31,2
68.53397,31.815873,88,0
84.201946,15.884287,21,1
72.36796,32.422104,93,0
81.946023,33.909027,61,1
81.325842,19.212001,27,3
79.878583,9.066984,98,0
86.813419,18.28641,78,3
70.416992,11.488812,94,3
68.658693,9.111164,76,3
84.871239,16.235682,30,1
85.606199,27.611216,4,2
79.658263,33.60428,1,1
73.548255,18.478411,74,2
74.087481,29.430528,83,3
73.077719,22.23557,22,1
76.74635,30.972853,73,0
70.8588,13.421275,21,2
84.397897,18.368468,43,1
86.111017,28.04073,77,2
86.446521,32.945855,18,1
72.931247,23.891475,11,1
79.388971,20.343634,14,3
74.10435,28.341846,38,3
81.730823,19.702932,19,1
73.369806,19.110032,12,0
70.239056,26.350165,46,1
68.695763,22.299405,63,0
85.670257,15.20229,51,0
81.83122,19.799477,54,0
73.173164,11.233871,46,3
81.041056,24.752332,14,2
67.862359,30.377536,9,1
68.155424,17.813618,40,0
76.112022,24.404239,78,3
78.160436,21.041996,61,0
73.670175,21.691297,16,3
84.364276,25.02606,8,3
82.262878,22.222107,13,0
71.726106,16.882594,53,0
75.434923,32.464786,77,2
80.914869,12.729997,88,3
77.505904,24.426532,62,2
80.600588,21.891527,92,0
80.153659,14.264734,86,1
70.477197,16.598463,14,2
80.19463,23.113231,61,3
75.908318,22.762765,31,3
77.681629,22.426638,63,0
67.654666,29.70929,0,2
69.327819,28.494424,32,2
78.688361,20.639291,62,1
78.269403,11.478027,41,3
83.509033,29.510655,92,0
79.058027,13.391099,36,0
80.507084,24.574608,43,1
85.176741,13.440329,26,3
81.791103,26.853738,78,2
81.876716,9.363622,54,1
81.262868,29.851509,17,0
76.750496,21.30405,84,0
82.586778,29.348504,88,3
77.774248,22.78443,33,1
69.916381,31.709438,14,1
83.79513,13.396054,18,2
70.115049,33.905342,50,3
68.210873,21.721572,73,3
74.424536,22.225737,52,2
81.490417,33.6918,97,2
75.82039,12.180952,88,3
73.826338,33.532272,74,0
80.418366,14.629696,99,0
71.79026,17.148971,3,3
86.995057,12.355753,35,3
79.540952,26.303694,40,3
86.516262,23.110715,63,1
81.695939,22.646252,77,2
69.632833,9.179392,88,0
79.150972,15.927175,31,1
75.427277,9.550873,45,2
75.685064,31.483435,43,2
72.404398,10.022904,90,0
71.972444,13.8548,35,0
84.081965,20.179836,3,0
79.866368,27.815746,53,0
79.896031,21.902883,21,0
67.092547,18.615522,54,3
76.149709,30.80938,11,0
81.538244,32.203172,26,0
86.850023,16.621001,39,2
74.698043,18.040002,22,2
72.760351,27.506397,40,0
72.127527,24.969038,98,2
77.769265,27.288887,98,3
78.490179,23.330071,87,0
71.253091,12.40144,10,3
72.312143,8.956616,33,1
68.580247,14.510964,56,3
80.522455,23.245483,67,3
71.109475,25.333725,25,3
83.866556,16.092063,56,0
69.53804,27.967207,8,2
69.339303,29.858749,93,0
76.005894,15.304481,24,0
82.641903,17.759606,93,3
82.385274,28.521264,76,1
75.599082,23.823853,83,0
79.871052,11.459126,56,1
85.279048,13.757242,24,3
78.691731,21.361934,85,2
84.478849,15.018976,63,0
81.024096,16.452721,42,0
77.700326,10.855074,38,1
84.209367,14.622426,69,0
69.448224,20.922594,62,0
79.605092,11.312253,18,0
77.104092,11.464416,53,2
70.266471,9.341764,5,1
78.1232,29.705506,98,2
82.86605,33.197083,31,0
83.811637,28.244779,31,0
75.402875,32.377585,78,1
71.788251,19.622442,31,1
75.826065,22.595233,86,2
68.810656,24.110473,21,0
78.750853,12.121738,85,2
73.848874,21.879393,10,3
71.748636,14.706934,32,0
75.749237,13.555023,98,1
77.466915,11.583409,15,1
74.456721,21.732841,98,1
85.220423,17.467809,93,1
69.530701,29.577046,84,2
76.401718,17.566303,49,3
84.825363,33.922597,59,1
73.971273,29.897359,86,3
83.600069,30.206627,57,1
85.835588,15.752973,87,1
76.480575,11.95672,86,1
76.0996,31.677671,82,2
84.136247,9.799696,91,0
80.810839,27.934444,30,0
78.033928,31.201849,20,3
73.398362,11.71109,45,2
81.039743,18.898678,69,0
70.564219,10.475501,29,1
79.54965,31.364601,60,1
80.238511,12.213108,61,0
77.332919,30.830248,39,1
69.836367,19.258811,18,1
79.11812,12.182444,40,0
82.615745,19.023543,76,3
76.266086,20.878852,86,2
79.737163,21.48094,23,2
84.884483,33.404282,64,3
83.164954,29.965832,100,1
84.81764,32.244774,38,0
83.119976,24.554262,16,2
72.792,29.949886,41,3
67.76825,17.248077,41,0
75.834097,15.049622,3,3
83.025315,32.254504,36,2
72.029145,19.946283,49,1
84.127619,31.408181,29,3
77.132252,21.821391,95,3
85.639065,15.446003,44,3
71.767251,28.08176,12,3
86.895856,27.29519,9,0
72.32225,30.798561,61,2
77.745273,29.374214,77,2
75.599326,21.270734,20,0
82.167693,22.348891,16,3
80.053394,33.944733,13,1
85.473378,14.337727,18,0
82.578441,27.614719,51,0
72.222119,12.299165,86,0
68.560938,26.883887,93,1
70.49832,29.459716,73,3
67.447824,14.008191,76,0
86.259257,24.973024,89,3
67.766156,21.191859,6,3
73.354491,28.3465,30,0
78.354842,17.507969,97,3
73.649599,32.413598,16,1
67.499197,21.283586,61,2
82.342113,16.493327,100,2
81.000503,15.157662,30,0
68.109178,30.85927,26,2
80.285739,15.740137,63,1
78.511268,8.811518,63,1
84.406376,18.357054,7,0
79.431048,23.043937,44,3
73.539719,17.51466,44,3
85.139191,20.865258,20,3
73.405884,21.380543,45,0
76.464745,23.813235,18,1
76.09404,13.313118,85,2
73.847162,11.245181,96,0
74.838267,23.489088,76,2
71.201602,10.840931,48,3
86.881644,29.207878,77,1
67.852962,33.07528,49,2
69.120231,22.892408,76,3
77.302268,20.834646,99,3
71.188978,28.933692,19,1
68.596172,29.734143,60,2
69.641168,32.286915,71,1
72.953749,11.142647,69,2
82.68788,19.083014,72,0
68.37965,23.881428,4,2
86.876004,10.269355,36,1
67.344079,15.105005,93,3
72.682947,33.430274,66,2
70.659103,17.792809,12,1
72.747126,23.49782,86,2
69.10155,19.69099,64,3
75.074187,21.751979,81,0
71.952955,21.592676,33,0
83.507391,21.573454,60,0
67.214876,18.882178,94,1
69.8933,25.851709,94,0
86.896437,32.056853,18,3
74.659747,30.014257,17,0
69.118636,16.917498,36,2
79.419273,19.893445,72,3
74.903461,16.163609,22,1
77.972474,16.031993,53,1
80.949214,16.418219,65,2
81.57321,27.388248,39,1
79.742329,19.108553,46,0
77.720624,29.001876,92,1
71.202127,16.56821,58,2
74.593124,24.375188,70,1
75.273843,23.701213,75,3
70.146517,27.847984,73,3
83.380003,15.009004,34,1
73.066056,32.463591,51,3
67.826533,10.884516,73,0
70.291909,11.861539,54,1
81.496548,28.514177,35,3
69.492167,28.456818,52,3
71.255879,33.75619,31,1
82.185093,25.82314,4,3
86.261382,28.050605,64,0
84.078441,14.794482,97,2
70.34738,22.215549,96,1
71.522773,33.10431,14,0
73.002573,14.668674,48,3
75.126764,21.565392,29,0
73.185857,15.430871,77,3
73.15055,33.913137,64,2
79.26489,26.637403,40,2
80.781959,14.709021,40,0
82.028217,16.274862,37,3
81.060617,16.356425,25,3
71.295507,15.578543,96,0
80.082411,27.28755,78,0
72.345408,33.527241,66,2
84.161417,19.416492,33,2
84.153081,11.050653,89,1
78.234712,33.682486,89,3
83.535449,24.733976,54,2
75.183492,19.440682,80,3
82.970592,11.862999,42,3
77.00485,20.301233,56,3
79.580404,28.231006,46,2
84.06561,16.651554,2,2
81.683322,13.694258,12,2
69.12649,14.443988,12,0
72.016014,8.812443,16,0
74.675444,23.874345,89,1
85.313226,21.469427,56,0
71.187883,31.786523,17,0
69.714696,25.996561,24,1
70.595866,14.323406,72,2
68.902575,24.541029,19,0
72.719904,24.607921,96,3
84.730678,19.943697,35,0
81.294038,30.791916,41,0
84.754221,19.82367,0,0
78.852048,12.957555,3,2
84.260443,15.394771,12,3
86.610872,22.027842,88,2
74.775952,32.738352,68,1
67.143809,11.184818,69,3
84.124275,10.391636,44,0
79.813531,32.65384,79,0
70.918092,16.647206,78,3
86.247263,18.767141,40,1
78.527131,25.551557,7,3
79.002384,22.524536,11,3
72.526581,24.799797,32,2
74.045659,22.147197,26,0
71.55352,23.647147,6,3
84.170613,22.9,99,3
76.971434,32.785111,35,1
79.970995,10.359033,33,3
83.139943,27.649761,57,2
70.669222,32.888389,25,3
79.454655,11.328738,26,2
73.710021,25.870615,60,3
67.354076,32.858059,61,1
75.24965,31.427878,35,2
75.511661,31.537543,67,0
70.216381,20.705664,24,2
81.258951,25.706493,62,1
70.346485,30.635085,44,3
79.219448,22.179301,27,2
80.542864,26.513674,37,0
82.795807,26.555848,48,0
80.283336,14.087896,36,2
77.89696,18.723434,90,2
74.926892,29.154867,59,1
78.949641,32.222743,56,3
78.751253,18.747294,75,3
79.709451,21.522809,61,2
72.949359,30.770258,20,1
81.456383,19.782459,100,0
84.114282,16.696596,13,3
80.215455,26.896041,98,0
84.007123,10.704674,32,2
80.55826,17.927679,22,0
78.024859,29.780618,52,3
79.899469,26.337255,2,0
79.462222,30.282232,15,2
76.241661,19.727763,59,1
71.747006,16.070709,94,1
79.198322,31.637863,6,2
76.960949,24.380921,60,2
72.489726,30.480203,97,2
73.027796,15.425607,82,0
85.474143,13.783746,52,1
75.485943,23.009398,22,2
71.596552,10.172081,26,1
75.139192,33.317325,61,2
71.002538,11.120908,47,3
84.701536,26.392743,13,3
67.205661,11.211808,100,2
80.449149,23.314328,19,0
69.536164,23.284136,71,3
70.146907,16.54249,1,0
71.514669,21.596968,92,3
71.018987,15.108981,40,1
81.55029,27.64076,54,1
71.998742,26.046007,46,1
70.358887,25.037412,87,1
67.179747,24.588568,89,0
79.595734,32.880003,44,0
85.228645,23.579865,36,0
75.266243,12.617783,26,0
67.439244,18.159938,15,3
71.69717,26.905084,63,0
72.82508,27.943421,8,1
80.802993,31.517795,40,2
81.835041,12.274673,41,2
78.797301,18.73102,10,0
69.358637,20.885914,82,3
71.189252,15.081268,61,1
69.271091,21.817863,28,3
68.084985,31.975337,90,2
68.823882,12.961131,29,0
86.224692,27.171639,5,2
67.037153,29.50906,23,0
68.4397,21.142495,32,1
84.572346,25.210911,40,3
82.698944,20.100799,2,0
72.892534,22.91085,48,3
85.239292,22.201692,25,0
83.785167,26.662687,26,0
73.191436,11.557197,11,1
85.852263,8.749385,29,2
81.725448,17.280506,94,3
67.053968,23.1523,35,0
71.12057,10.383908,18,1
84.732605,27.925122,70,3
75.838215,19.024247,89,2
73.247153,8.933378,96,3
67.823759,22.996771,55,0
67.819668,28.791473,56,3
83.995623,27.121087,2,1
67.717559,9.599689,66,2
83.049632,33.504762,1,3
81.240688,14.632491,5,0
79.106529,10.13698,19,1
68.787157,16.481333,59,2
85.95825,15.798122,53,3
77.286284,16.02862,70,0
71.420472,11.775033,57,1
82.104144,21.246754,43,0
85.113451,23.762708,19,1
74.076266,31.504209,29,0
85.856142,19.005017,73,1
82.762121,29.726866,70,2
76.870729,23.536294,67,1
81.568141,30.129408,90,1
67.359049,13.362088,62,0
83.054375,14.446864,31,2
86.095821,14.069069,77,2
76.072695,32.558324,46,0
70.899848,18.027644,86,2
76.862334,29.878364,93,1
81.448019,19.530074,93,0
71.60162,11.966163,39,3
71.327099,19.392475,7,1
69.149042,12.206423,95,0
85.604043,26.840788,61,2
81.391419,29.558354,36,0
79.550055,10.517657,85,3
78.479209,23.488027,96,3
79.861254,8.978138,74,2
68.198422,24.756811,16,0
75.508777,25.798164,99,2
83.503882,27.577935,90,1
78.337877,18.557701,24,1
83.689534,20.871796,95,1
81.254104,20.026244,73,0
76.518793,31.553338,50,2
70.916344,10.551204,86,2
82.621282,12.783069,26,2
84.618208,20.462863,47,3
74.614337,14.13602,48,2
80.707161,33.399039,7,2
72.19719,27.345976,85,3
85.605907,21.633595,32,0
68.886809,15.82985,20,2
77.052744,32.408424,20,0
78.100398,14.309911,45,3
68.458476,15.528017,74,1
82.898981,15.314647,85,3
67.524979,21.366368,12,3
74.610432,10.47955,62,2
67.974278,10.070767,79,2
75.906866,31.879038,39,0
72.3633,15.138713,27,3
81.943609,31.837448,6,1
84.911998,15.174777,69,0
71.193881,12.390057,86,1
69.834956,12.642707,91,1
86.163606,30.089169,97,0
77.557344,23.754167,12,3
76.45288,15.938516,29,2
75.95957,13.217915,9,0
74.193088,32.862594,37,0
85.440858,13.184191,2,3
81.924331,28.783267,39,1
68.239978,14.91164,57,1
84.402133,20.480461,49,0
70.615635,10.963449,10,0
77.838173,18.10214,8,2
79.890387,9.077549,23,3
78.881737,12.642283,4,2
74.766485,33.95363,33,3
72.362457,20.129663,26,0
86.569724,15.47884,85,1
74.489808,10.294186,62,1
71.760871,12.857103,81,2
69.146009,12.378388,23,2
83.636225,14.591585,50,1
76.115038,28.509311,86,1
69.303176,30.968935,59,2
67.958511,32.106322,87,2
86.059419,21.290431,48,3
86.195768,30.689012,1,0
69.637036,29.376016,57,3
85.802333,28.092159,23,1
85.413648,27.920804,8,2
83.224036,25.721296,2,1
74.202916,20.393937,6,3
69.988956,9.378788,77,3
85.60426,20.616043,13,1
68.868448,21.034589,45,3
82.846455,9.096873,11,2
68.296025,19.464356,86,0
74.004044,13.051647,56,3
70.088557,10.626213,10,0
81.91179,23.335227,38,3
77.093697,21.95184,84,2
84.067088,26.747753,12,0
76.098491,13.834169,70,1
70.480438,19.560258,62,1
83.43575,18.591319,15,3
81.526618,23.128743,28,3
72.26275,17.204356,12,1
79.534037,30.967709,47,1
72.548847,12.391464,73,1
83.460863,17.112821,58,0
82.274739,19.630632,93,1
85.716135,28.683747,21,0
69.897336,9.087359,53,3
83.619114,33.527415,61,1
69.243946,17.682089,41,1
84.223851,18.541133,7,0
79.767311,15.527269,39,3
69.764073,16.642176,9,1
73.66236,11.961978,12,2
79.385378,9.759284,35,0
72.481658,12.016958,17,2
80.69309,26.335011,76,3
73.705225,9.170107,94,0
69.068131,9.335455,6,1
85.771145,32.629381,78,0
76.929299,32.697653,37,0
77.921278,12.577694,0,2
81.362547,22.760058,63,3
68.965055,13.513652,59,2
70.729009,12.318008,95,1
77.052041,21.430299,10,0
80.027192,27.308628,17,3
72.084807,28.886601,15,2
74.263978,12.812456,0,1
72.478599,30.070131,49,3
73.437063,15.711864,60,0
78.590766,29.310631,5,1
83.376557,21.962504,68,1
78.283474,23.922665,77,0
70.127201,27.959792,8,0
80.351898,27.790222,68,3
81.174742,27.388709,22,1
72.205398,27.638521,87,2
80.496226,17.055194,16,2
68.499997,28.46742,11,3
78.726306,13.885913,92,2
82.707971,14.273363,29,0
85.215941,18.100029,10,1
69.913963,17.305434,47,0
69.046089,29.107682,37,1
81.284459,18.073297,9,2
77.911454,20.122936,46,1
69.962523,25.376494,23,2
73.222537,33.573953,81,3
74.397448,15.299235,14,3
68.021604,18.976764,87,2
73.722817,13.757592,57,0
74.251302,26.425959,84,0
84.119647,14.244049,91,1
81.13135,10.200773,22,3
71.780724,14.880122,2,2
72.734977,9.070353,12,3
72.898887,13.909676,59,2
75.42625,18.46922,21,1
79.465323,11.13101,18,3
69.401085,17.84029,87,2
74.278434,9.345296,42,2
79.369232,13.718647,32,0
80.824174,29.169952,36,3
79.193687,18.62164,21,3
82.878869,17.962693,48,1
86.997978,30.766837,5,3
69.364235,31.908285,94,3
72.384554,31.50564,36,3
80.100554,17.527834,100,0
76.407116,24.428111,44,3
73.72411,33.994852,37,2
68.763758,23.863618,76,2
85.464026,27.075226,41,2
71.210632,19.131128,56,3
70.790081,16.611589,55,1
80.373267,26.133446,11,2
75.363373,29.942266,44,2
72.346841,15.333038,3,3
67.84656,26.432814,66,1
74.554912,26.163471,82,0
67.023406,30.185247,57,2
70.461112,29.945304,59,1
78.249035,26.466776,88,1
82.893149,9.99102,25,1
81.374117,21.127185,7,3
86.844973,20.074344,68,0
77.127941,33.928908,6,3
85.888697,17.188723,3,3
81.112073,22.880958,7,1
72.636885,21.964694,80,3
82.099575,28.70355,77,2
71.947292,27.050811,5,3
76.950925,22.819631,47,3
76.514172,32.051594,98,3
68.961858,17.493452,5,0
77.844187,25.146716,44,2
75.900344,25.46115,82,2
82.470458,28.95083,45,0
71.527118,33.748124,65,2
84.801293,20.189793,41,3
73.590497,13.093763,85,2
80.801338,30.255845,6,0
79.923148,28.862354,93,1
74.564293,13.222109,15,2
81.506225,23.61168,26,1
70.545052,10.693892,29,0
85.925603,17.867504,58,1
69.863449,17.159775,6,1
68.351649,29.264326,100,0
75.222409,28.176068,73,2
86.276687,20.258245,26,2
85.403574,17.571416,97,3
85.517321,28.015769,75,0
73.592247,13.011869,32,0
67.958606,14.872283,38,3
71.793937,28.99754,41,1
80.761397,9.483161,97,1
78.498085,23.170782,82,3
75.364095,15.7414,5,2
75.549258,30.311424,87,1
86.176861,22.295535,67,1
79.665852,25.501981,7,3
75.345259,32.42052,61,3
77.901719,19.539576,65,2
83.123657,13.61416,33,2
67.24387,22.772252,60,3
73.164988,19.424791,64,3
67.455277,19.486845,93,3
69.754275,31.783375,82,2
84.034322,11.384046,93,3
71.241208,10.887547,0,1
83.650186,18.633737,49,2
76.014953,13.777252,21,2
76.23324,14.100565,72,0
67.214057,12.708013,74,1
77.727607,17.786975,46,3
80.420382,14.914182,67,3
82.300831,23.814555,85,3
73.043832,19.748531,80,0
82.820361,12.754815,35,2
77.205853,21.729795,58,3
84.74056,29.495573,67,3
76.810357,21.150775,6,3
71.644824,25.434013,95,1
74.676337,26.049998,17,2
74.988573,25.34364,96,0
77.302139,29.585757,80,0
74.967205,11.35307,23,1
71.16658,9.574288,97,3
73.692233,25.097415,73,2
70.501448,26.888822,59,3
82.659689,23.785838,90,2
82.475474,28.368686,15,1
75.060572,30.802852,91,2
78.169594,30.333558,82,2
73.308867,29.765835,66,1
76.305022,33.914474,3,0
67.104925,18.513189,6,1
86.638207,28.717851,96,3
77.83339,10.37062,16,2
68.397193,21.082333,27,1
69.858125,24.218905,32,2
79.939865,18.852969,13,0
70.352368,25.766565,63,3
78.038134,31.243843,27,2
86.163979,10.141001,3,1
81.139293,29.985813,35,3
69.739024,33.494845,72,2
69.028333,32.357962,57,0
79.804625,31.572669,47,1
83.978204,26.645494,45,0
72.593483,17.942018,25,3
70.345377,13.042778,2,0
76.618239,27.312415,38,1
73.498923,13.625572,89,3
76.066357,14.263712,91,2
85.778835,24.681507,61,0
72.916365,15.157256,50,3
72.937245,20.578373,47,3
82.546365,27.998508,52,3
68.879727,12.070123,37,0
78.687981,8.736691,48,2
72.896634,25.436638,4,2
67.804176,30.166115,76,3
75.788414,29.015613,74,1
80.304768,21.214307,57,2
68.411571,27.19837,50,0
78.048467,30.878279,29,3
86.986543,27.540261,82,2
80.640279,20.333588,12,2
83.767642,11.05945,32,3
69.956592,18.923616,67,1
77.478809,29.353325,16,0
72.145338,27.064896,15,3
75.907493,23.07147,68,2
73.371352,33.500321,20,3
67.273712,17.10143,26,3
70.814031,26.200718,91,0
74.54025,14.635212,0,0
68.817497,28.917408,4,1
80.726222,26.751489,1,0
77.968687,17.114543,58,1
71.641218,33.436124,28,3
67.359713,21.270074,13,0
75.920236,23.313135,30,0
78.948948,28.348077,89,3
67.968047,15.939348,40,0
76.162899,31.626949,100,3
83.512259,14.651124,99,1
82.845423,29.078029,86,0
83.467234,26.246641,65,1
75.650411,26.026407,9,3
79.982966,19.990139,37,3
79.993059,23.412019,80,1
82.666012,14.718417,67,3
85.219515,27.174765,27,0
76.948129,24.154279,1,0
77.306018,29.497715,99,0
82.022416,26.667769,75,1
75.37785,15.065701,0,1
82.321577,18.022425,32,2
77.690563,16.208575,38,2
85.561434,25.95749,69,2
75.37128,11.482881,44,0
86.475199,12.62723,68,2
80.873295,22.061971,33,0
79.804234,24.676559,33,0
83.75522,24.706658,83,3
80.982314,13.251317,94,1
70.652621,21.822922,5,1
81.484228,31.368744,92,1
84.040265,13.387217,11,2
67.714092,21.566082,72,1
83.869223,11.605851,0,2
84.796101,22.594726,9,2
74.248826,20.573606,40,2
75.2696,26.179717,27,0
71.944316,17.057371,29,3
71.240211,13.364382,97,0
80.117726,17.475053,7,0
73.888517,28.848464,11,1
83.315612,16.644173,3,2
71.032908,23.603048,59,1
78.999565,13.330799,92,0
70.784089,9.422919,14,2
68.091684,24.727235,58,0
77.487412,8.938272,43,2
86.561206,20.09811,37,1
73.479818,18.563948,0,2
71.826839,29.952403,84,2
79.256575,18.935395,78,1
72.679906,23.265868,55,3
81.527671,10.961204,36,2
71.269705,14.107851,7,0
80.615455,30.347772,93,3
75.809162,24.579881,97,2
70.77456,25.355853,0,2
82.289138,29.824706,73,2
75.929808,11.203139,6,2
74.268191,12.875159,53,3
77.513054,27.502939,33,2
72.327777,9.064313,29,2
86.786248,17.49216,47,0
67.331343,23.436068,36,3
67.663174,18.946218,53,3
73.67695,15.832924,63,2
68.230192,24.95009,33,3
81.461897,25.130179,90,2
69.020091,21.844858,19,0
73.333427,18.683983,12,3
81.8648,26.275172,67,2
71.839586,21.698412,1,0
71.723072,27.842483,64,1
71.65113,10.521945,66,3
81.386811,12.966342,87,3
80.962667,33.02188,89,2
83.64164,11.169414,74,1
80.639759,29.584433,25,1
83.48368,13.357457,25,0
82.323579,20.279406,10,3
79.61643,33.868394,83,3
75.729384,11.087029,81,2
85.11626,17.685378,100,1
83.402655,9.84518,24,3
83.67797,26.663636,88,1
86.23726,32.947207,27,0
81.395734,25.576875,3,2
74.319936,28.106047,63,0
86.222897,9.535788,88,2
79.393933,15.712806,20,0
70.591658,10.177389,45,0
74.341491,31.850882,44,1
79.313231,30.33078,23,3
67.465277,13.218828,26,2
84.209606,25.856104,14,1
80.949589,21.418921,33,3
80.491209,18.227191,29,2
73.529459,29.714515,72,2
79.333125,32.303908,23,3
70.657808,29.672395,17,0
84.930267,25.77551,97,3
75.372287,33.719524,33,3
67.702151,23.092546,92,3
69.781592,20.103732,18,0
67.475878,30.182424,74,1
69.026548,26.492299,57,1
81.491748,33.931607,13,2
85.783572,10.20421,14,1
69.489819,15.135312,38,0
72.351943,25.166624,67,1
70.135382,17.542543,71,3
84.452689,31.572543,58,3
67.144196,24.088209,36,1
71.250231,31.277949,85,2
78.438971,14.36407,23,2
69.464686,10.879575,34,1
84.006114,33.315363,43,3
73.079084,29.522116,50,2
77.661081,11.498084,36,0
79.038364,31.080204,5,0
78.309586,22.540041,50,1
71.7139,30.048881,59,2
85.70104,32.852541,77,1
77.835485,26.144433,98,1
74.641889,31.23921,26,0
77.058239,13.388802,58,3
67.915115,19.264702,50,0
73.008848,28.503039,54,0
80.766391,30.543027,52,3
68.414065,18.186656,78,0
69.95166,12.2611,14,2
69.52179,24.621402,81,0
75.228619,14.143019,17,3
